,id,up,site,data-set,marker,name,number
1520,010632,0106,3,國民政府/外交/涉外事件,-,涉外事件,72
1521,01063201,010632,4,國民政府/外交/涉外事件/涉外事件總目,*,涉外事件總目,50
1522,01063202,010632,4,國民政府/外交/涉外事件/外僑財產,*,外僑財產,4
1523,01063203,010632,4,國民政府/外交/涉外事件/外僑被盜劫,*,外僑被盜劫,18
1524,0107,01,2,國民政府/國防(軍事),-,國防(軍事),10091
1525,010701,0107,3,國民政府/國防(軍事)/國防總綱,-,國防總綱,1415
1526,01070101,010701,4,國民政府/國防(軍事)/國防總綱/國防總目,*,國防總目,845
1527,01070102,010701,4,國民政府/國防(軍事)/國防總綱/政策、制度,*,政策、制度,76
1528,01070103,010701,4,國民政府/國防(軍事)/國防總綱/法規,*,法規,31
1529,01070104,010701,4,國民政府/國防(軍事)/國防總綱/報告,*,報告,153
1530,01070105,010701,4,國民政府/國防(軍事)/國防總綱/會議、會報,*,會議、會報,12
1531,01070106,010701,4,國民政府/國防(軍事)/國防總綱/檢討、改進、建議反映,*,檢討、改進、建議…,98
1532,01070107,010701,4,國民政府/國防(軍事)/國防總綱/表報,*,表報,60
1533,01070108,010701,4,國民政府/國防(軍事)/國防總綱/研究發展,*,研究發展,14
1534,01070109,010701,4,國民政府/國防(軍事)/國防總綱/宣戰與媾和,*,宣戰與媾和,48
1535,01070110,010701,4,國民政府/國防(軍事)/國防總綱/宣戰,*,宣戰,10
1536,01070111,010701,4,國民政府/國防(軍事)/國防總綱/受降,*,受降,59
1537,01070112,010701,4,國民政府/國防(軍事)/國防總綱/概況,*,概況,9
1538,010702,0107,3,國民政府/國防(軍事)/國防建設,-,國防建設,47
1539,01070201,010702,4,國民政府/國防(軍事)/國防建設/陸防,*,陸防,14
1540,01070202,010702,4,國民政府/國防(軍事)/國防建設/空防,*,空防,29
1541,01070203,010702,4,國民政府/國防(軍事)/國防建設/兵工生產整建,*,兵工生產整建,4
1542,010703,0107,3,國民政府/國防(軍事)/退伍軍人,-,退伍軍人,12
